source,target,avg_finished_duration,avg_finished_path_length,avg_rating,failure_rate,avg_unfinished_duration,avg_unfinished_path_length,difficulty_score,shortest_path_length,semantic_distance
Pigment,South_Korea,66.0,6.0,1.0,0.0,,,0.06,2.0,0.48
Pigment,Atonality,82.0,4.0,1.0,0.0,,,0.05,3.0,0.41
Pigment,Scottish_Gaelic_language,233.0,8.0,,0.0,,,0.12,2.0,0.44
Pigment,Shaka,46.0,5.0,,0.0,,,0.05,3.0,0.49
Pigment,Tim_Henman,206.0,5.0,,0.0,,,0.09,3.0,0.49
List_of_Archbishops_of_Canterbury,Bassoon,460.0,7.5,3.5,0.33,87.0,3.0,0.23,4.0,0.47
Bassoon,Ottoman_Empire,59.67,4.67,1.67,0.0,,,0.05,3.0,0.46
Bassoon,Sculpture,253.0,5.0,3.0,0.0,,,0.1,3.0,0.38
Bassoon,Mark_Antony,99.0,7.0,,0.0,,,0.08,3.0,0.45
Bassoon,Styracosaurus,426.0,14.0,4.0,0.0,,,0.21,5.0,0.39
Henry_Purcell,Hudson_Bay,135.0,7.0,2.0,0.0,,,0.09,3.0,0.26
Benjamin_Britten,Archaeology,56.0,6.0,3.0,0.0,,,0.06,3.0,0.42
Benjamin_Britten,Wall_Street,85.0,8.0,,0.0,,,0.08,3.0,0.25
Benjamin_Britten,Niels_Bohr,53.0,3.0,,0.0,,,0.04,2.0,0.21
Brass_instrument,Moldova,64.0,5.0,2.0,0.0,,,0.06,3.0,0.47
Brass_instrument,Republic_of_China,36.0,4.0,1.0,0.0,,,0.04,3.0,0.32
Brass_instrument,Qatar,99.0,5.0,2.0,0.0,,,0.06,3.0,0.46
Brass_instrument,American_Samoa,261.0,6.0,2.0,0.0,,,0.11,3.0,0.27
Brass_instrument,Lightning_rod,119.0,6.0,,0.0,,,0.08,4.0,0.23
Brass_instrument,Post-glacial_rebound,91.0,8.0,3.0,0.0,,,0.09,3.0,0.29
Brass_instrument,Sheffield,190.0,6.0,3.0,0.0,,,0.09,3.0,0.45
Clarinet,Zeus,157.5,9.0,2.5,0.0,,,0.11,3.0,0.41
Clarinet,Bassoon,50.0,4.0,,0.0,,,0.04,1.0,0.15
Clarinet,Adolf_Hitler,55.0,3.0,1.0,0.0,,,0.04,2.0,0.52
Clarinet,North_Sea,25.0,3.0,1.0,0.0,,,0.03,2.0,0.41
Clarinet,Bluetooth,139.0,8.5,4.0,0.5,408.0,3.5,0.2,3.0,0.42
Clarinet,Lake_Powell,147.0,9.0,2.0,0.0,,,0.11,4.0,0.46
Stag_beetle,Colombia,47.67,6.0,2.0,0.0,,,0.06,3.0,0.43
Stag_beetle,Congo_River,44.0,4.0,3.0,0.0,,,0.04,3.0,0.34
Stag_beetle,Beetle,3.0,2.0,1.0,0.0,,,0.02,1.0,0.39
Stag_beetle,Linus_Pauling,281.75,12.0,3.0,0.0,,,0.16,3.0,0.31
Stag_beetle,Euphrates,142.0,6.0,3.0,0.0,,,0.08,3.0,0.45
Stag_beetle,Number,140.0,8.0,3.0,0.0,,,0.1,3.0,0.49
Stag_beetle,Oslo,45.0,4.0,1.0,0.0,,,0.04,2.0,0.45
Stag_beetle,"Nashville,_Tennessee",135.0,9.0,3.0,0.0,,,0.1,3.0,0.43
The_Merchant_of_Venice,Fungus,174.5,8.33,3.25,0.0,,,0.11,3.0,0.45
The_Merchant_of_Venice,18th_century,114.0,6.0,4.0,0.0,,,0.07,3.0,0.41
The_Merchant_of_Venice,George_VI_of_the_United_Kingdom,117.0,7.0,2.0,0.0,,,0.08,3.0,0.31
The_Merchant_of_Venice,Hydrogen_peroxide,512.0,7.0,,0.5,206.0,4.0,0.27,3.0,0.29
Morocco,Helen,89.0,12.0,3.0,0.0,,,0.12,3.0,0.46
Morocco,Prime_Minister_of_the_United_Kingdom,87.0,4.0,2.0,0.0,,,0.05,2.0,0.47
Morocco,Saxophone,232.0,4.0,2.0,0.0,,,0.08,3.0,0.41
Morocco,Republic_of_China,53.6,5.0,3.0,0.0,,,0.05,2.0,0.45
Morocco,Tin(II)_chloride,305.0,11.0,,0.0,,,0.16,4.0,0.48
Morocco,France_in_the_American_Revolutionary_War,118.0,7.0,4.0,0.0,,,0.08,3.0,0.45
Morocco,Matilda_of_Boulogne,372.0,10.0,5.0,0.0,,,0.16,4.0,0.46
Blue_Whale,Nazism,364.0,4.0,3.0,0.0,,,0.11,2.0,0.46
Blue_Whale,Novel,102.5,6.5,2.5,0.0,,,0.08,2.0,0.43
Blue_Whale,Bermuda,71.0,3.0,1.0,0.0,,,0.04,2.0,0.44
Blue_Whale,Denmark,75.0,5.0,2.0,0.0,,,0.06,2.0,0.45
Blue_Whale,Russian_Revolution_of_1917,48.0,4.0,1.0,0.0,,,0.04,3.0,0.36
Blue_Whale,American_English,47.5,4.5,,0.0,,,0.05,2.0,0.28
Blue_Whale,British_East_India_Company,178.0,8.0,,0.0,,,0.1,2.0,0.27
Blue_Whale,Pashtun_people,104.0,6.0,4.0,0.0,,,0.07,4.0,0.28
Blue_Whale,Paraguay,89.0,4.0,,0.0,,,0.05,3.0,0.5
Blue_Whale,Tern,115.0,7.0,1.0,0.5,21.0,2.0,0.18,4.0,0.43
Blue_Whale,Absolute_zero,396.33,8.67,4.0,0.4,106.0,3.0,0.24,4.0,0.31
Blue_Whale,Chicken,126.0,5.0,,0.0,,,0.07,2.0,0.43
Blue_Whale,John_F._Kennedy_assassination,86.0,6.0,,0.0,,,0.07,3.0,0.34
Blue_Whale,John_Tyler,113.0,4.0,1.0,0.0,,,0.06,3.0,0.34
Writing,World_War_I,184.0,6.0,3.0,0.0,,,0.09,3.0,0.46
Writing,Dune,109.5,6.0,2.0,0.33,69.0,3.0,0.14,4.0,0.44
Writing,"Miami,_Florida",97.5,6.0,,0.0,,,0.07,2.0,0.47
Writing,Alexander_Graham_Bell,13.0,4.0,1.0,0.0,,,0.04,3.0,0.48
Marshall_Islands,Dresden,106.0,4.0,1.0,0.0,,,0.06,2.0,0.47
Marshall_Islands,India,223.0,8.0,,0.0,,,0.11,2.0,0.4
Marshall_Islands,Brain,215.67,11.67,3.0,0.4,82.5,4.5,0.22,3.0,0.46
Marshall_Islands,Amazon_Rainforest,76.0,8.0,2.0,0.0,,,0.08,3.0,0.31
Marshall_Islands,Shenzhou_spacecraft,139.0,6.0,3.0,0.0,,,0.08,4.0,0.38
Marshall_Islands,Arthropod,243.0,6.0,,0.0,,,0.1,3.0,0.52
Marshall_Islands,Moss,98.67,6.67,1.0,0.0,,,0.08,3.0,0.41
Marshall_Islands,Crab_Nebula,95.0,7.0,,0.0,,,0.08,4.0,0.35
Marshall_Islands,Special_relativity,205.0,5.0,2.0,0.0,,,0.09,3.0,0.3
Federated_States_of_Micronesia,Arctic_Circle,10.0,4.0,,0.0,,,0.03,3.0,0.24
Federated_States_of_Micronesia,Crystal,108.0,5.0,3.0,0.0,,,0.06,3.0,0.46
Federated_States_of_Micronesia,Spacecraft_propulsion,225.0,10.0,3.0,0.0,,,0.13,4.0,0.35
Roan_Antelope,Maldives,59.5,4.5,2.0,0.0,,,0.05,3.0,0.46
Comoros,James_Clerk_Maxwell,228.0,9.0,3.0,0.0,,,0.12,3.0,0.47
Comoros,Abbot,131.0,7.0,3.0,0.0,,,0.09,3.0,0.5
Comoros,English_Reformation,170.0,11.0,4.0,0.0,,,0.13,3.0,0.48
Sub-Saharan_Africa,Southampton,329.0,14.0,3.0,0.0,,,0.19,2.0,0.42
Sub-Saharan_Africa,Cerebellum,125.0,7.0,3.0,0.0,,,0.08,3.0,0.46
Sub-Saharan_Africa,Harry_Potter,63.0,5.0,,0.0,,,0.05,3.0,0.34
Cultivar,Lesotho,53.0,3.0,3.0,0.0,,,0.04,2.0,0.43
Cultivar,Irish_Sea,73.0,7.0,,0.0,,,0.07,3.0,0.48
Cultivar,Canada_Goose,208.0,6.0,,0.0,,,0.1,4.0,0.48
Cultivar,Baseball,53.5,4.5,1.0,0.0,,,0.05,3.0,0.41
Cultivar,Dmitri_Mendeleev,76.5,7.0,1.0,0.0,,,0.07,4.0,0.46
Seed,Fyodor_Dostoevsky,453.0,11.0,1.0,0.5,458.0,21.0,0.29,3.0,0.47
Seed,Geology,87.0,4.0,,0.0,,,0.05,2.0,0.43
Seed,Iran,68.0,4.0,,0.0,,,0.05,2.0,0.48
Seed,New_York_City,115.55,4.91,1.71,0.08,82.0,2.0,0.08,3.0,0.47
Seed,Joseph_Stalin,81.5,5.5,2.0,0.0,,,0.06,3.0,0.47
Seed,Architecture,34.0,4.0,3.0,0.0,,,0.04,3.0,0.41
Seed,Marshall_Plan,366.0,6.0,,0.0,,,0.13,3.0,0.43
Coventry,Nuclear_weapon,113.0,4.0,3.0,0.0,,,0.06,2.0,0.48
Coventry,Chad,247.0,3.0,1.0,0.0,,,0.08,2.0,0.42
Coventry,Edward_V_of_England,235.0,17.0,2.0,0.0,,,0.19,3.0,0.42
Coventry,Red_giant,76.5,5.0,2.0,0.0,,,0.06,3.0,0.47
Canterbury,Calculus,210.0,9.0,2.0,0.0,,,0.12,3.0,0.45
Canterbury,Niagara_Falls,77.0,10.0,4.0,0.0,,,0.1,3.0,0.41
Canterbury,Cerium,291.25,10.0,3.0,0.0,,,0.15,4.0,0.45
Canterbury,Wood,201.0,6.0,3.0,0.5,68.0,2.0,0.19,3.0,0.36
Canterbury,"Boston,_Massachusetts",111.0,4.0,,0.0,,,0.06,3.0,0.39
Canterbury,Edward_Gibbon,116.0,5.0,2.0,0.0,,,0.07,3.0,0.44
European_Union,Latin_America,53.0,4.0,1.0,0.0,,,0.04,2.0,0.27
European_Union,Mind,402.0,5.0,,0.0,,,0.13,2.0,0.47
European_Union,Greece,18.0,2.0,1.0,0.0,,,0.02,1.0,0.39
European_Union,Odysseus,90.0,6.25,3.0,0.0,,,0.07,3.0,0.44
European_Union,Fish,51.0,6.0,2.0,0.0,,,0.06,2.0,0.46
European_Union,Galaxy,121.0,4.0,3.0,0.0,,,0.06,3.0,0.45
European_Union,Flemish_people,34.0,3.0,2.0,0.0,,,0.03,2.0,0.23
European_Union,Akrotiri_and_Dhekelia,45.0,3.0,1.0,0.0,,,0.03,2.0,0.25
European_Union,Australian_English,49.0,3.0,1.0,0.0,,,0.04,2.0,0.26
European_Union,Khartoum,163.0,4.5,2.0,0.0,,,0.07,3.0,0.45
European_Union,Ramayana,124.0,6.0,3.0,0.0,,,0.08,2.0,0.48
Berlin,Germany,6.5,2.0,1.0,0.0,,,0.02,1.0,0.15
Berlin,Guam,45.0,5.0,1.0,0.0,,,0.05,2.0,0.43
Berlin,Robert_Peel,69.0,5.0,,0.0,,,0.06,3.0,0.45
Francis_Crick,Ununhexium,40.0,5.0,2.0,0.0,,,0.05,3.0,0.28
Francis_Crick,Swastika,96.33,5.0,1.5,0.0,,,0.06,3.0,0.46
Francis_Crick,DNA,44.0,3.0,1.0,0.0,,,0.03,1.0,0.43
Francis_Crick,Calcium,78.0,7.0,,0.0,,,0.07,3.0,0.44
Francis_Crick,Karachi,148.0,5.0,3.0,0.0,,,0.07,3.0,0.41
Francis_Crick,Talc,181.0,10.0,2.0,0.0,,,0.12,3.0,0.43
Francis_Crick,"Georgetown,_Guyana",227.0,6.0,3.0,0.0,,,0.1,3.0,0.25
Ultimatum_game,Dubai,250.8,6.6,3.0,0.0,,,0.11,3.0,0.49
Ultimatum_game,Trinity_test,163.0,7.0,3.0,0.0,,,0.09,3.0,0.41
Indonesia,Nile,205.5,14.5,3.0,0.0,,,0.16,3.0,0.43
Indonesia,Vegetable,28.0,4.0,1.0,0.0,,,0.04,2.0,0.44
Indonesia,Sphere,218.0,6.0,2.0,0.0,,,0.1,3.0,0.45
Indonesia,Matter,147.5,8.0,3.0,0.0,,,0.1,2.0,0.5
Indonesia,Mahatma_Gandhi,65.0,4.0,2.0,0.0,,,0.05,2.0,0.49
Indonesia,Paraguay,60.5,4.5,,0.0,,,0.05,2.0,0.28
Indonesia,Jerusalem,98.0,4.0,1.0,0.0,,,0.05,2.0,0.42
Indonesia,Mary_II_of_England,173.0,5.0,3.0,0.0,,,0.08,3.0,0.47
Saudi_Arabia,Mathematics,114.0,4.5,1.0,0.0,,,0.06,2.0,0.45
Saudi_Arabia,Sheikh_Mujibur_Rahman,82.0,4.0,2.0,0.0,,,0.05,2.0,0.26
Saudi_Arabia,United_Kingdom,57.0,4.0,,0.0,,,0.05,1.0,0.21
Saudi_Arabia,Banknote,22.5,3.0,,0.0,,,0.03,2.0,0.5
Saudi_Arabia,Diamond_simulant,98.67,5.67,2.0,0.0,,,0.07,3.0,0.34
Saudi_Arabia,Lagos,119.5,4.0,1.0,0.0,,,0.06,2.0,0.46
Saudi_Arabia,Music_of_Hungary,292.0,10.0,1.0,0.0,,,0.15,3.0,0.24
Sahara,Christianity,60.0,4.0,,0.0,,,0.05,2.0,0.43
Sahara,Christopher_Columbus,19.29,3.29,1.0,0.0,,,0.03,2.0,0.44
Sahara,Peanut,213.0,14.0,1.0,0.0,,,0.16,3.0,0.42
Sahara,Napoleon_I_of_France,131.0,6.0,,0.0,,,0.08,2.0,0.46
Sahara,Great_Red_Spot,43.0,6.0,,0.0,,,0.06,3.0,0.46
Sahara,Barcelona,46.0,4.0,,0.0,,,0.04,3.0,0.39
Sahara,Madama_Butterfly,203.0,10.0,3.0,0.0,,,0.13,4.0,0.49
Sahara,Queen_(band),145.0,7.0,,0.0,,,0.09,3.0,0.46
Alphabet,Atlantic_slave_trade,90.0,4.0,2.0,0.0,,,0.05,3.0,0.46
Alphabet,Napoleonic_Wars,103.75,6.25,2.0,0.0,,,0.07,3.0,0.45
Alphabet,Western_Front_(World_War_I),67.0,6.0,1.0,0.0,,,0.06,3.0,0.45
Alphabet,Buddhism,18.0,3.0,,0.0,,,0.03,2.0,0.43
Alphabet,Jesus,106.0,4.0,2.0,0.0,,,0.06,2.0,0.46
Alphabet,Capital,58.33,6.33,,0.0,,,0.06,2.0,0.34
Alphabet,North_Sea,34.0,4.0,2.0,0.0,,,0.04,3.0,0.44
Alphabet,Quark,84.5,6.0,2.67,0.0,,,0.07,3.0,0.4
Alphabet,Babur,88.0,4.0,2.0,0.0,,,0.05,2.0,0.45
Alphabet,Franklin_Pierce,88.0,5.0,2.0,0.0,,,0.06,4.0,0.46
Alphabet,Thiamine,219.0,6.0,2.0,0.0,,,0.1,3.0,0.48
Sigmund_Freud,Aluminium,122.5,8.0,3.0,0.0,,,0.09,3.0,0.49
Sigmund_Freud,Flower,45.0,4.0,,0.0,,,0.04,3.0,0.47
Sigmund_Freud,God,85.0,3.0,3.0,0.0,,,0.04,2.0,0.45
Sigmund_Freud,Hungary,39.0,8.0,,0.0,,,0.07,2.0,0.46
Sigmund_Freud,Petroleum,367.5,6.5,2.0,0.0,,,0.13,3.0,0.47
Sigmund_Freud,Folk_music,131.25,6.75,2.5,0.0,,,0.08,3.0,0.4
Sigmund_Freud,Cinema_of_the_United_States,80.0,4.0,,0.0,,,0.05,3.0,0.32
Sigmund_Freud,History_of_Earth,18.0,4.0,,0.0,,,0.04,3.0,0.31
Sigmund_Freud,Commodore_64,612.0,31.0,,0.0,,,0.39,3.0,0.31
Sigmund_Freud,Pumpkin,72.0,5.0,3.0,0.0,,,0.06,4.0,0.46
Stefan_Edberg,Dominican_Republic,101.0,4.0,1.0,0.0,,,0.06,2.0,0.21
Stefan_Edberg,Education,49.0,3.0,1.0,0.0,,,0.04,2.0,0.47
Stefan_Edberg,Humanities,99.0,8.0,3.0,0.0,,,0.09,3.0,0.47
Stefan_Edberg,Franz_Schubert,66.0,4.0,2.0,0.0,,,0.05,3.0,0.19
Stefan_Edberg,Electron,88.0,5.0,2.0,0.0,,,0.06,2.0,0.47
Stefan_Edberg,Eastern_Orthodox_Church,168.0,6.0,,0.0,,,0.09,2.0,0.33
Stefan_Edberg,Edward_VII_of_the_United_Kingdom,307.0,7.0,2.0,0.0,,,0.13,3.0,0.25
Flemish_people,Vegetable,87.0,4.0,2.0,0.0,,,0.05,3.0,0.46
Flemish_people,Visual_arts,180.0,9.0,1.0,0.0,,,0.11,3.0,0.25
Flemish_people,Motion_(physics),71.0,8.0,3.0,0.0,,,0.08,3.0,0.36
Flemish_people,Welsh_law,89.0,7.0,,0.0,,,0.08,3.0,0.25
Flemish_people,Autumn,97.0,8.0,3.0,0.0,,,0.09,3.0,0.47
Guadeloupe,United_States_Senate,42.0,4.0,2.0,0.0,,,0.04,2.0,0.48
Guadeloupe,Rocky_Mountains,47.0,3.0,1.0,0.0,,,0.03,2.0,0.44
Guadeloupe,British_English,110.5,4.5,2.0,0.0,,,0.06,3.0,0.4
Guadeloupe,Baboon,74.0,6.0,1.0,0.0,,,0.07,3.0,0.44
Guadeloupe,Edward_VIII_of_the_United_Kingdom,151.0,6.0,2.0,0.0,,,0.08,3.0,0.44
Eagle,Bird,4.0,2.0,,0.0,,,0.02,1.0,0.29
Eagle,Chromium,106.0,7.5,,0.0,,,0.08,3.0,0.4
Eagle,Sweden,85.0,6.0,1.0,0.0,,,0.07,2.0,0.48
Eagle,Argentina,19.0,5.0,1.0,0.0,,,0.05,2.0,0.45
Eagle,Hepatocellular_carcinoma,269.0,11.0,2.5,0.0,,,0.15,4.0,0.45
Eagle,Korea,33.0,3.0,,0.0,,,0.03,2.0,0.46
Motion_(physics),India,231.0,6.0,,0.0,,,0.1,2.0,0.47
Motion_(physics),Parrot,180.5,8.5,2.67,0.0,,,0.11,3.0,0.44
Motion_(physics),History_of_Earth,136.0,9.0,,0.0,,,0.1,3.0,0.33
Motion_(physics),Wrench,189.0,7.0,,0.0,,,0.1,4.0,0.45
Isan,Hungary,31.0,4.0,2.0,0.0,,,0.04,2.0,0.4
Isan,Coal,72.0,8.0,1.0,0.0,,,0.08,2.0,0.47
Isan,Yemen,109.0,8.0,2.0,0.0,,,0.09,2.0,0.4
Isan,Cormorant,126.0,11.0,,0.0,,,0.12,3.0,0.46
Isan,Linear_algebra,112.0,4.0,1.0,0.0,,,0.06,3.0,0.49
Isan,New_Delhi,29.0,4.0,1.0,0.0,,,0.04,3.0,0.47
Isan,Stained_glass,141.0,8.0,2.0,0.5,11.0,2.0,0.2,3.0,0.51
Napoleon_I_of_France,Sugar,172.0,5.0,2.0,0.0,,,0.08,2.0,0.44
Napoleon_I_of_France,Recycling,241.67,11.0,3.0,0.25,85.0,4.0,0.19,3.0,0.48
Napoleon_I_of_France,Penguin,62.5,4.5,1.0,0.0,,,0.05,3.0,0.47
Napoleon_I_of_France,Romulus_Augustus,154.0,9.0,,0.0,,,0.11,3.0,0.3
Napoleon_I_of_France,San_Marino,12.0,3.0,3.0,0.0,,,0.03,2.0,0.44
Napoleon_I_of_France,Tiger_shark,212.0,7.0,3.0,0.0,,,0.1,4.0,0.25
Napoleon_I_of_France,Washington_Metro,71.0,4.0,2.0,0.0,,,0.05,3.0,0.25
Napoleon_I_of_France,Lens_(anatomy),204.0,13.0,2.0,0.0,,,0.15,4.0,0.43
ATLAS_experiment,Trojan_War,205.0,6.5,4.33,0.0,,,0.1,4.0,0.34
Thucydides,Apollo,154.0,9.0,,0.0,,,0.11,3.0,0.39
Thucydides,Bald_Eagle,42.0,5.0,,0.0,,,0.05,3.0,0.45
Thucydides,Oxygen,152.5,6.5,3.0,0.0,,,0.09,3.0,0.47
Thucydides,Bible,247.5,9.5,2.0,0.0,,,0.13,3.0,0.4
Thucydides,Angkor,89.0,7.0,5.0,0.0,,,0.08,4.0,0.45
Thucydides,Fluorine,141.0,8.25,2.75,0.0,,,0.1,4.0,0.45
Shanghai,Scottish_Highlands,85.0,5.0,2.0,0.0,,,0.06,3.0,0.42
Shanghai,English_Channel,100.0,4.0,,0.0,,,0.05,2.0,0.42
Shanghai,Liverpool_F.C.,29.0,3.0,,0.0,,,0.03,2.0,0.42
Shanghai,Prague,28.0,4.0,1.0,0.0,,,0.04,2.0,0.28
Shanghai,Thermodynamics,197.0,5.0,1.0,0.0,,,0.08,3.0,0.47
Shanghai,Algiers,92.0,4.0,1.0,0.0,,,0.05,2.0,0.35
Shanghai,City_status_in_the_United_Kingdom,20.0,3.0,1.0,0.0,,,0.03,2.0,0.45
Shanghai,Sand,330.0,10.0,,0.0,,,0.16,3.0,0.42
Shanghai,Skiing,150.0,7.0,,0.0,,,0.09,2.0,0.44
Shanghai,Trade_union,359.0,4.0,1.0,0.0,,,0.11,2.0,0.45
Shanghai,Woodrow_Wilson,113.0,4.0,1.0,0.0,,,0.06,3.0,0.47
Weed,AIDS,164.12,9.12,3.0,0.0,,,0.11,3.0,0.42
Weed,God,142.62,9.38,3.0,0.0,,,0.11,4.0,0.42
Weed,Plato,135.6,6.4,1.5,0.17,111.0,7.0,0.12,4.0,0.44
Weed,Potato,109.6,6.2,2.5,0.0,,,0.07,3.0,0.32
Weed,Biology,76.6,7.0,3.0,0.0,,,0.07,3.0,0.39
Weed,Las_Palmas_de_Gran_Canaria,523.0,7.0,,0.0,,,0.17,3.0,0.45
Weed,Jesus,75.73,7.36,1.5,0.08,33.0,2.0,0.09,4.0,0.43
Weed,Abbey,194.0,9.0,3.0,0.0,,,0.12,4.0,0.43
Weed,Bicycle,102.67,8.67,,0.0,,,0.09,3.0,0.35
Weed,Birmingham,106.0,5.0,3.0,0.0,,,0.06,4.0,0.49
Weed,Blitzkrieg,191.25,8.5,3.67,0.0,,,0.11,4.0,0.42
Weed,Bluetooth,230.0,11.0,3.0,0.0,,,0.14,4.0,0.46
Weed,Bretton_Woods_system,373.67,11.0,5.0,0.0,,,0.17,4.0,0.46
Weed,Clifton_Suspension_Bridge,173.33,8.33,4.0,0.4,134.5,10.5,0.19,4.0,0.44
Weed,Krill,172.0,9.0,,0.0,,,0.11,4.0,0.38
Weed,Soil_salination,120.0,9.0,4.0,0.5,68.0,3.0,0.2,4.0,0.43
Weed,Strontium,96.0,9.0,1.5,0.0,,,0.09,4.0,0.41
Weed,Wales,48.0,10.0,2.0,0.5,94.0,9.0,0.19,3.0,0.46
Soil,Water,54.5,4.5,1.0,0.0,,,0.05,2.0,0.23
Soil,OpenOffice.org,88.0,8.0,,0.0,,,0.08,3.0,0.46
Soil,Michael_Jordan,115.0,4.0,3.0,0.0,,,0.06,3.0,0.48
Soil,Wine,70.0,4.0,,0.0,,,0.05,3.0,0.34
Soil,Malta,37.0,5.0,1.0,0.0,,,0.05,2.0,0.48
Soil,Electromagnetic_radiation,94.0,6.0,,0.0,,,0.07,3.0,0.45
Soil,Goose,88.0,5.0,4.0,0.0,,,0.06,3.0,0.42
Soil,Natural_selection,81.0,7.0,,0.0,,,0.08,2.0,0.46
Soil,Gravitation,21.0,4.0,2.0,0.0,,,0.04,1.0,0.39
Soil,Californium,71.0,4.0,2.0,0.0,,,0.05,3.0,0.45
Soil,Ostrich,468.5,9.0,3.0,0.33,350.0,7.0,0.24,3.0,0.39
Soil,Meander,94.0,6.0,1.0,0.0,,,0.07,3.0,0.41
Soil,Trinity,98.0,5.6,2.0,0.0,,,0.07,3.0,0.43
Soil,Uruguay,154.0,9.0,,0.0,,,0.11,2.0,0.47
Logic,Japan,118.0,13.0,,0.0,,,0.13,2.0,0.45
Logic,Stefan_Edberg,124.0,6.0,2.0,0.0,,,0.08,3.0,0.47
Logic,Brisbane,110.0,5.0,2.0,0.0,,,0.07,3.0,0.46
Logic,Dilophosaurus,210.0,12.0,2.0,0.0,,,0.14,5.0,0.48
Logic,Guernsey,233.0,5.0,4.0,0.0,,,0.09,3.0,0.46
Logic,Hydrogen_peroxide,423.0,10.0,,0.0,,,0.18,4.0,0.42
Georg_Cantor,Language,115.0,4.5,,0.0,,,0.06,2.0,0.48
Georg_Cantor,Drinking_water,88.0,5.0,2.0,0.0,,,0.06,3.0,0.33
Georg_Cantor,Mount_Everest,158.0,6.0,2.0,0.0,,,0.08,3.0,0.25
Algebra,AIDS,74.0,6.0,4.0,0.0,,,0.07,3.0,0.42
Algebra,Cereal,92.0,8.0,3.0,0.0,,,0.09,2.0,0.39
Algebra,Biology,49.0,4.67,2.0,0.0,,,0.05,2.0,0.25
Algebra,I_Want_to_Hold_Your_Hand,326.0,10.0,3.0,0.0,,,0.15,4.0,0.45
Algebra,Igneous_rock,222.0,9.5,4.0,0.6,187.33,7.0,0.25,3.0,0.4
Algebra,Southern_Ocean,63.0,7.0,1.0,0.0,,,0.07,3.0,0.46
Algebra,Wolfgang_Amadeus_Mozart,382.0,4.0,,0.0,,,0.12,3.0,0.44
Algebra,Python_(programming_language),145.5,6.0,2.5,0.0,,,0.08,4.0,0.45
Algebra,Music_of_Hungary,123.5,7.0,1.0,0.0,,,0.08,3.0,0.47
Euclid,Plutonium,149.0,7.5,3.0,0.0,,,0.09,3.0,0.42
Euclid,Eye,47.0,4.0,1.0,0.0,,,0.04,3.0,0.41
Euclid,Tripoli,41.0,4.0,2.0,0.0,,,0.04,3.0,0.38
Euclid,Cloud,136.75,6.0,3.0,0.0,,,0.08,3.0,0.43
Euclid,Momentum,80.0,6.0,2.0,0.0,,,0.07,3.0,0.46
Euclid,Montreal,47.5,4.5,1.0,0.0,,,0.05,3.0,0.42
Euclid,Hasekura_Tsunenaga,82.0,4.0,1.0,0.0,,,0.05,3.0,0.47
Euclid,Kuala_Lumpur,527.0,6.0,,0.0,,,0.17,3.0,0.45
Euclid,Newspaper,128.5,10.0,,0.33,43.0,3.0,0.18,3.0,0.47
Ebony,Hip_hop_music,85.0,4.0,2.0,0.0,,,0.05,3.0,0.43
Ebony,South_America,34.0,3.0,1.0,0.0,,,0.03,2.0,0.46
Ebony,Time_zone,17.0,3.0,,0.0,,,0.03,2.0,0.46
Ebony,Oxygen,48.0,4.0,1.0,0.0,,,0.04,3.0,0.4
Ebony,Liechtenstein,67.0,4.0,1.0,0.0,,,0.05,3.0,0.49
Ebony,La_Paz,117.0,7.0,2.0,0.0,,,0.08,3.0,0.45
Ebony,Seawater,104.5,6.0,1.5,0.0,,,0.07,3.0,0.48
Ebony,George_H._W._Bush,130.5,8.5,2.0,0.0,,,0.1,3.0,0.46
Ebony,Mona_Lisa,13.5,3.0,,0.0,,,0.03,2.0,0.41
Ebony,PONG,168.0,8.0,,0.0,,,0.1,4.0,0.48
Ebony,Swaziland,133.5,7.0,2.0,0.33,32.0,3.0,0.15,3.0,0.4
Boat,Chimpanzee,306.0,12.0,,0.0,,,0.17,4.0,0.43
Boat,Ship,3.0,2.0,,0.0,,,0.02,1.0,0.24
Boat,Food,56.0,7.0,,0.67,25.0,3.5,0.2,2.0,0.37
Boat,Radium,215.5,7.5,3.0,0.0,,,0.11,3.0,0.42
Boat,Nigeria,112.5,5.0,2.0,0.0,,,0.07,3.0,0.48
Boat,Clock,103.5,5.5,1.0,0.0,,,0.07,3.0,0.37
Boat,Karachi,58.5,5.5,,0.0,,,0.06,3.0,0.43
Boat,Matilda_of_Boulogne,374.0,23.0,,0.5,111.0,5.0,0.37,4.0,0.43
Boat,Mercia,237.0,6.0,4.0,0.0,,,0.1,2.0,0.45
Geography,Mathematics,16.0,3.0,1.0,0.0,,,0.03,1.0,0.23
Geography,Solar_System,42.0,3.0,1.0,0.0,,,0.03,1.0,0.47
Geography,White_cliffs_of_Dover,269.0,6.0,4.0,0.5,756.0,4.0,0.21,3.0,0.46
Geography,Tide,72.5,4.5,1.5,0.0,,,0.05,2.0,0.43
Geography,1st_century,55.0,4.0,,0.0,,,0.04,2.0,0.49
Geography,Momentum,106.5,4.5,1.0,0.0,,,0.06,3.0,0.46
Geography,Mars_Reconnaissance_Orbiter,59.0,4.0,1.0,0.0,,,0.05,3.0,0.46
Geography,Antigua_and_Barbuda,188.0,5.0,3.0,0.0,,,0.08,3.0,0.48
Geography,Amsterdam,154.25,5.25,3.0,0.0,,,0.08,2.0,0.47
